_id,Estado,CodMunicipio,MUNICIPIO
2272,VERACRUZ DE IGNACIO DE LA LLAVE,170,TEXCATEPEC
2273,VERACRUZ DE IGNACIO DE LA LLAVE,171,TEXHUACÁN
2274,VERACRUZ DE IGNACIO DE LA LLAVE,172,TEXISTEPEC
2275,VERACRUZ DE IGNACIO DE LA LLAVE,173,TEZONAPA
2276,VERACRUZ DE IGNACIO DE LA LLAVE,174,TIERRA BLANCA
2277,VERACRUZ DE IGNACIO DE LA LLAVE,175,TIHUATLÁN
2278,VERACRUZ DE IGNACIO DE LA LLAVE,176,TLACOJALPAN
2279,VERACRUZ DE IGNACIO DE LA LLAVE,177,TLACOLULAN
2280,VERACRUZ DE IGNACIO DE LA LLAVE,178,TLACOTALPAN
2281,VERACRUZ DE IGNACIO DE LA LLAVE,179,TLACOTEPEC DE MEJÍA
2282,VERACRUZ DE IGNACIO DE LA LLAVE,180,TLACHICHILCO
2283,VERACRUZ DE IGNACIO DE LA LLAVE,181,TLALIXCOYAN
2284,VERACRUZ DE IGNACIO DE LA LLAVE,182,TLALNELHUAYOCAN
2285,VERACRUZ DE IGNACIO DE LA LLAVE,183,TLAPACOYAN
2286,VERACRUZ DE IGNACIO DE LA LLAVE,184,TLAQUILPA
2287,VERACRUZ DE IGNACIO DE LA LLAVE,185,TLILAPAN
2288,VERACRUZ DE IGNACIO DE LA LLAVE,186,TOMATLÁN
2289,VERACRUZ DE IGNACIO DE LA LLAVE,187,TONAYÁN
2290,VERACRUZ DE IGNACIO DE LA LLAVE,188,TOTUTLA
2291,VERACRUZ DE IGNACIO DE LA LLAVE,189,TUXPAN
2292,VERACRUZ DE IGNACIO DE LA LLAVE,190,TUXTILLA
2293,VERACRUZ DE IGNACIO DE LA LLAVE,191,URSULO GALVÁN
2294,VERACRUZ DE IGNACIO DE LA LLAVE,192,VEGA DE ALATORRE
2295,VERACRUZ DE IGNACIO DE LA LLAVE,193,VERACRUZ
2296,VERACRUZ DE IGNACIO DE LA LLAVE,194,VILLA ALDAMA
2297,VERACRUZ DE IGNACIO DE LA LLAVE,195,XOXOCOTLA
2298,VERACRUZ DE IGNACIO DE LA LLAVE,196,YANGA
2299,VERACRUZ DE IGNACIO DE LA LLAVE,197,YECUATLA
2300,VERACRUZ DE IGNACIO DE LA LLAVE,198,ZACUALPAN
2301,VERACRUZ DE IGNACIO DE LA LLAVE,199,ZARAGOZA
2302,VERACRUZ DE IGNACIO DE LA LLAVE,200,ZENTLA
2303,VERACRUZ DE IGNACIO DE LA LLAVE,201,ZONGOLICA
2304,VERACRUZ DE IGNACIO DE LA LLAVE,202,ZONTECOMATLÁN DE LÓPEZ Y FUENTES
2305,VERACRUZ DE IGNACIO DE LA LLAVE,203,ZOZOCOLCO DE HIDALGO
2306,VERACRUZ DE IGNACIO DE LA LLAVE,204,AGUA DULCE
2307,VERACRUZ DE IGNACIO DE LA LLAVE,205,EL HIGO
2308,VERACRUZ DE IGNACIO DE LA LLAVE,206,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO
2309,VERACRUZ DE IGNACIO DE LA LLAVE,207,TRES VALLES
2310,VERACRUZ DE IGNACIO DE LA LLAVE,208,CARLOS A. CARRILLO
2311,VERACRUZ DE IGNACIO DE LA LLAVE,209,TATAHUICAPAN DE JUÁREZ
2312,VERACRUZ DE IGNACIO DE LA LLAVE,210,UXPANAPA
2313,VERACRUZ DE IGNACIO DE LA LLAVE,211,SAN RAFAEL
2314,VERACRUZ DE IGNACIO DE LA LLAVE,212,SANTIAGO SOCHIAPAN
2315,YUCATÁN,1,ABALÁ
2316,YUCATÁN,2,ACANCEH
2317,YUCATÁN,3,AKIL
2318,YUCATÁN,4,BACA
2319,YUCATÁN,5,BOKOBÁ
2320,YUCATÁN,6,BUCTZOTZ
2321,YUCATÁN,7,CACALCHÉN
2322,YUCATÁN,8,CALOTMUL
2323,YUCATÁN,9,CANSAHCAB
2324,YUCATÁN,10,CANTAMAYEC
2325,YUCATÁN,11,CELESTÚN
2326,YUCATÁN,12,CENOTILLO
2327,YUCATÁN,13,CONKAL
2328,YUCATÁN,14,CUNCUNUL
2329,YUCATÁN,15,CUZAMÁ
2330,YUCATÁN,16,CHACSINKÍN
2331,YUCATÁN,17,CHANKOM
2332,YUCATÁN,18,CHAPAB
2333,YUCATÁN,19,CHEMAX
2334,YUCATÁN,20,CHICXULUB PUEBLO
2335,YUCATÁN,21,CHICHIMILÁ
2336,YUCATÁN,22,CHIKINDZONOT
2337,YUCATÁN,23,CHOCHOLÁ
2338,YUCATÁN,24,CHUMAYEL
2339,YUCATÁN,25,DZAN
2340,YUCATÁN,26,DZEMUL
2341,YUCATÁN,27,DZIDZANTÚN
2342,YUCATÁN,28,DZILAM DE BRAVO
2343,YUCATÁN,29,DZILAM GONZÁLEZ
2344,YUCATÁN,30,DZITÁS
2345,YUCATÁN,31,DZONCAUICH
2346,YUCATÁN,32,ESPITA
2347,YUCATÁN,33,HALACHÓ
2348,YUCATÁN,34,HOCABÁ
2349,YUCATÁN,35,HOCTÚN
2350,YUCATÁN,36,HOMÚN
2351,YUCATÁN,37,HUHÍ
2352,YUCATÁN,38,HUNUCMÁ
2353,YUCATÁN,39,IXIL
2354,YUCATÁN,40,IZAMAL
2355,YUCATÁN,41,KANASÍN
2356,YUCATÁN,42,KANTUNIL
2357,YUCATÁN,43,KAUA
2358,YUCATÁN,44,KINCHIL
2359,YUCATÁN,45,KOPOMÁ
2360,YUCATÁN,46,MAMA
2361,YUCATÁN,47,MANÍ
2362,YUCATÁN,48,MAXCANÚ
2363,YUCATÁN,49,MAYAPÁN
2364,YUCATÁN,50,MÉRIDA
2365,YUCATÁN,51,MOCOCHÁ
2366,YUCATÁN,52,MOTUL
2367,YUCATÁN,53,MUNA
2368,YUCATÁN,54,MUXUPIP
2369,YUCATÁN,55,OPICHÉN
2370,YUCATÁN,56,OXKUTZCAB
2371,YUCATÁN,57,PANABÁ
2372,YUCATÁN,58,PETO
2373,YUCATÁN,59,PROGRESO
2374,YUCATÁN,60,QUINTANA ROO
2375,YUCATÁN,61,RÍO LAGARTOS
2376,YUCATÁN,62,SACALUM
2377,YUCATÁN,63,SAMAHIL
2378,YUCATÁN,64,SANAHCAT
2379,YUCATÁN,65,SAN FELIPE
2380,YUCATÁN,66,SANTA ELENA
2381,YUCATÁN,67,SEYÉ
2382,YUCATÁN,68,SINANCHÉ
2383,YUCATÁN,69,SOTUTA
2384,YUCATÁN,70,SUCILÁ
2385,YUCATÁN,71,SUDZAL
2386,YUCATÁN,72,SUMA
2387,YUCATÁN,73,TAHDZIÚ
2388,YUCATÁN,74,TAHMEK
2389,YUCATÁN,75,TEABO
2390,YUCATÁN,76,TECOH
2391,YUCATÁN,77,TEKAL DE VENEGAS
2392,YUCATÁN,78,TEKANTÓ
2393,YUCATÁN,79,TEKAX
2394,YUCATÁN,80,TEKIT
2395,YUCATÁN,81,TEKOM
2396,YUCATÁN,82,TELCHAC PUEBLO
2397,YUCATÁN,83,TELCHAC PUERTO
2398,YUCATÁN,84,TEMAX
2399,YUCATÁN,85,TEMOZÓN
2400,YUCATÁN,86,TEPAKÁN
2401,YUCATÁN,87,TETIZ
2402,YUCATÁN,88,TEYA
2403,YUCATÁN,89,TICUL
2404,YUCATÁN,90,TIMUCUY
2405,YUCATÁN,91,TINUM
2406,YUCATÁN,92,TIXCACALCUPUL
2407,YUCATÁN,93,TIXKOKOB
2408,YUCATÁN,94,TIXMÉHUAC
2409,YUCATÁN,95,TIXPÉHUAL
2410,YUCATÁN,96,TIZIMÍN
2411,YUCATÁN,97,TUNKÁS
2412,YUCATÁN,98,TZUCACAB
2413,YUCATÁN,99,UAYMA
2414,YUCATÁN,100,UCÚ
2415,YUCATÁN,101,UMÁN
2416,YUCATÁN,102,VALLADOLID
2417,YUCATÁN,103,XOCCHEL
2418,YUCATÁN,104,YAXCABÁ
2419,YUCATÁN,105,YAXKUKUL
2420,YUCATÁN,106,YOBAÍN
2421,ZACATECAS,1,APOZOL
2422,ZACATECAS,2,APULCO
2423,ZACATECAS,3,ATOLINGA
2424,ZACATECAS,4,BENITO JUÁREZ
2425,ZACATECAS,5,CALERA
2426,ZACATECAS,6,CAÑITAS DE FELIPE PESCADOR
2427,ZACATECAS,7,CONCEPCIÓN DEL ORO
2428,ZACATECAS,8,CUAUHTÉMOC
2429,ZACATECAS,9,CHALCHIHUITES
2430,ZACATECAS,10,FRESNILLO
2431,ZACATECAS,11,TRINIDAD GARCÍA DE LA CADENA
2432,ZACATECAS,12,GENARO CODINA
2433,ZACATECAS,13,GENERAL ENRIQUE ESTRADA
2434,ZACATECAS,14,GENERAL FRANCISCO R. MURGUÍA
2435,ZACATECAS,15,EL PLATEADO DE JOAQUÍN AMARO
2436,ZACATECAS,16,GENERAL PÁNFILO NATERA
2437,ZACATECAS,17,GUADALUPE
2438,ZACATECAS,18,HUANUSCO
2439,ZACATECAS,19,JALPA
2440,ZACATECAS,20,JEREZ
2441,ZACATECAS,21,JIMÉNEZ DEL TEUL
2442,ZACATECAS,22,JUAN ALDAMA
2443,ZACATECAS,23,JUCHIPILA
2444,ZACATECAS,24,LORETO
2445,ZACATECAS,25,LUIS MOYA
2446,ZACATECAS,26,MAZAPIL
2447,ZACATECAS,27,MELCHOR OCAMPO
2448,ZACATECAS,28,MEZQUITAL DEL ORO
2449,ZACATECAS,29,MIGUEL AUZA
2450,ZACATECAS,30,MOMAX
2451,ZACATECAS,31,MONTE ESCOBEDO
2452,ZACATECAS,32,MORELOS
2453,ZACATECAS,33,MOYAHUA DE ESTRADA
2454,ZACATECAS,34,NOCHISTLÁN DE MEJÍA
2455,ZACATECAS,35,NORIA DE ÁNGELES
2456,ZACATECAS,36,OJOCALIENTE
2457,ZACATECAS,37,PÁNUCO
2458,ZACATECAS,38,PINOS
2459,ZACATECAS,39,RÍO GRANDE
2460,ZACATECAS,40,SAIN ALTO
2461,ZACATECAS,41,EL SALVADOR
2462,ZACATECAS,42,SOMBRERETE
2463,ZACATECAS,43,SUSTICACÁN
2464,ZACATECAS,44,TABASCO
2465,ZACATECAS,45,TEPECHITLÁN
2466,ZACATECAS,46,TEPETONGO
2467,ZACATECAS,47,TEÚL DE GONZÁLEZ ORTEGA
2468,ZACATECAS,48,TLALTENANGO DE SÁNCHEZ ROMÁN
2469,ZACATECAS,49,VALPARAÍSO
2470,ZACATECAS,50,VETAGRANDE
2471,ZACATECAS,51,VILLA DE COS
2472,ZACATECAS,52,VILLA GARCÍA
2473,ZACATECAS,53,VILLA GONZÁLEZ ORTEGA
2474,ZACATECAS,54,VILLA HIDALGO
2475,ZACATECAS,55,VILLANUEVA
2476,ZACATECAS,56,ZACATECAS
2477,ZACATECAS,57,TRANCOSO
2478,ZACATECAS,58,SANTA MARÍA DE LA PAZ
