,PRODUCTO,PRESENTACION,MARCA,CATEGORIA,CATALOGO,PRECIO,FECHAREGISTRO,CADENACOMERCIAL,GIRO,NOMBRECOMERCIAL,DIRECCION,ESTADO,MUNICIPIO,LATITUD,LONGITUD
474979,Frijol,Bolsa 900 Gr. Peruano,Verde Valle,Legumbres Secas,Basicos,64,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474980,Frijol,Bolsa 900 Gr. Pinto,Verde Valle,Legumbres Secas,Basicos,46.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474981,Frijoles,Bolsa 400 Gr. Refritos. Negros,Isadora,Frutas y Legumbres Procesadas,Basicos,18.6,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474982,Frijoles,Lata 580 Gr. Refritos. Negro,La Costeña,Frutas y Legumbres Procesadas,Basicos,22.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474983,Frijoles,Bolsa 400 Gr. Refritos. Bayos,La Sierra,Frutas y Legumbres Procesadas,Basicos,19.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475021,Harina de Arroz,Caja 200 Gr.,Tres Estrellas,Arroz y Cereales Preparados,Basicos,16,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475022,Harina de Arroz,Caja 400 Gr.,Tres Estrellas,Arroz y Cereales Preparados,Basicos,22,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475023,Harina de Maíz,Caja 425 Gr. Fécula. Natural,Maizena,Tortillas y Derivados del Maiz,Basicos,65.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475024,Harina de Maíz,Paquete 1 Kg.,Maseca,Tortillas y Derivados del Maiz,Basicos,17,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475034,Huevo,Paquete C/18 Blanco,Bachoco,Huevo,Pacic,47.1,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475035,Huevo,Paquete C/18 Blanco,Precíssimo,Huevo,Basicos,69.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475036,Huevo,Paquete C/18 Blanco,Precíssimo,Huevo,Pacic,69.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475090,Leche Condensada,Botella 335 Gr. (plástico),La Lechera. Original,Leche Procesada,Basicos,50.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475091,Leche Condensada,Lata 100 Gr.,La Lechera. Original,Leche Procesada,Basicos,12.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475092,Leche Condensada,Lata 375 Gr.,La Lechera. Original,Leche Procesada,Basicos,33.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475093,Leche en Polvo,Bolsa 460 Gr. Entera,Alpura. Clásica,Leche Procesada,Basicos,99.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475094,Leche en Polvo,Bolsa 460 Gr. Parcialmente Descremada Deslactosada,Alpura. Deslactosada,Leche Procesada,Basicos,91,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475095,Leche en Polvo,Bolsa 480 Gr.,Nido. Entera. Forticrece,Leche Procesada,Basicos,89,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475096,Leche en Polvo,Lata. 1.08 Kg.,Nido. Entera. Forticrece,Leche Procesada,Basicos,235,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475097,Leche en Polvo,Lata 360 Gr. (alimento para Niños...),Nido. Kinder,Leche Procesada,Basicos,98.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475098,Leche Evaporada,Lata 360 Gr. Evaporada Parcialmente Descremada,Carnation. Clavel,Leche Procesada,Basicos,21.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475099,Leche Evaporada,Lata 360 Gr. Reducida en Grasa,Carnation. Clavel,Leche Procesada,Basicos,27,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475100,Leche Ultrapasteurizada,Caja 1 Lt. Parcialmente Descremada. Light,Alpura,Leche Procesada,Basicos,37.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475101,Leche Ultrapasteurizada,Caja 1 Lt. Parcialmente Descremada. Semi,Alpura,Leche Procesada,Basicos,37.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475102,Leche Ultrapasteurizada,Caja 1 Lt. Parcialmente Descremada. Azul,Alpura. Clásica,Leche Procesada,Basicos,37.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475103,Leche Ultrapasteurizada,Caja 1 Lt. Entera,Lala,Leche Procesada,Basicos,38.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475104,Leche Ultrapasteurizada,Caja 1 Lt. Parcialmente Descremada. Light. Baja en Grasa,Lala,Leche Procesada,Basicos,39.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475105,Leche Ultrapasteurizada,Caja 1 Lt. Semidescremada. Reducida en Grasa,Lala,Leche Procesada,Basicos,40.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475106,Leche Ultrapasteurizada,Caja 1 Lt. Light,Santa Clara,Leche Procesada,Basicos,40.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475107,Leche Ultrapasteurizada,Bolsa 1 Lt. Entera,Valley Foods,Leche Procesada,Pacic,14.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475108,Leche Ultrapasteurizada,Envase o Caja 1 Lt. Entera,Valley Foods,Leche Procesada,Pacic,23.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475127,Maíz Pozolero,Bolsa 1 Kg. Roja,Ovarb-lolita,Tortillas y Derivados del Maiz,Basicos,43.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475403,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Basicos,13.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475404,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Pacic,13.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475405,Tortilla de Maíz,1 Kg. Granel. Amarilla,S/M,Tortillas y Derivados del Maiz,Pacic,13.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475406,Tortilla de Maíz,1 Kg. Granel. Amarilla. Chica,S/M,Tortillas y Derivados del Maiz,Pacic,14.1,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475407,Tortilla de Maíz,1 Kg. Granel. Blanca. Chica,S/M,Tortillas y Derivados del Maiz,Pacic,14.1,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475408,Tostadas de Maíz,Paquete 324 Gr. Onduladas,Milpa Real,Tortillas y Derivados del Maiz,Basicos,41.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475409,Tostadas de Maíz,Caja 216 Gr. Clásicas. Horneadas Sin Grasa. Maíz Blanco,Saníssimo,Tortillas y Derivados del Maiz,Basicos,36.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
475434,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Basicos,31,2026/02/27,Tortillerias Tradicionales,Tortillerías,Tortillería Jennyfer,Segunda 67. Entre Emiliano Zapata y Antonio Soto Díaz y Gama. Col. Palo Verde. Cp. 83280,Sonora,Hermosillo,29.047784,-110.968283
475435,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Basicos,32,2026/02/27,Tortillerias Tradicionales,Tortillerías,Tortillería Rosita,Blvd. Solidaridad 118. Entre Av. los Mochis y Jesús Lujan Verdugo. Col. Emiliano Zapata. Cp. 83280,Sonora,Hermosillo,29.052572,-110.963568
